Transaction_ID,Date,Year,Month,Region,Province,Category,Item_Name,Channel,Quantity,Unit_Price_PHP,Target_Revenue_PHP,Actual_Revenue_PHP,Total_Cost_PHP,Net_Profit_PHP,Status,Satisfaction_Score
EXP-30611,2025-04-02,2025,Apr,CAR,Mountain Province,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Direct DA Grant,2,2387.11,4774.22,4774.22,3663.84,1110.38,Completed,4
EXP-30612,2026-05-24,2026,May,CAR,Abra,Agricultural Machinery,Power Tillers,Commercial Agri-Dealer,5,75194.62,375973.1,375973.1,279844.41,96128.69,Completed,5
EXP-30613,2025-08-16,2025,Aug,CAR,Benguet,High-Value Crops & Seeds,High-Yield Corn Seeds,Direct DA Grant,10,3213.61,32136.1,32136.1,21901.01,10235.09,Under Review,3
EXP-30614,2025-07-21,2025,Jul,CAR,Abra,High-Value Crops & Seeds,High-Yield Corn Seeds,Farmer Association,3,2479.39,7438.17,7438.17,4871.82,2566.35,Delivered,4
EXP-30615,2026-01-04,2026,Jan,CAR,Abra,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Commercial Agri-Dealer,1,2345.41,2345.41,2228.14,1778.99,449.15,Completed,4
EXP-30616,2025-07-21,2025,Jul,CAR,Apayao,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,10,437900.7,4379007.0,4379007.0,3465104.11,913902.89,Completed,5
EXP-30617,2025-01-22,2025,Jan,CAR,Kalinga,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Commercial Agri-Dealer,2,2131.16,4262.32,4049.2,2530.39,1518.81,Completed,4
EXP-30618,2026-07-02,2026,Jul,CAR,Abra,Agricultural Machinery,Combine Harvesters,Direct DA Grant,3,1545656.94,4636970.82,4636970.82,3616435.93,1020534.89,Delivered,5
EXP-30619,2025-05-08,2025,May,CAR,Mountain Province,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Commercial Agri-Dealer,2,1645.18,3290.36,3125.84,2421.62,704.22,Completed,5
EXP-30620,2025-05-18,2025,May,CAR,Apayao,Agricultural Machinery,Four-Wheel Tractors,LGU Co-op Procurement,1,1401286.38,1401286.38,1261157.74,845652.14,415505.6,Completed,5
EXP-30621,2025-05-13,2025,May,CAR,Kalinga,Agricultural Machinery,Rice Transplanters,Commercial Agri-Dealer,5,221800.15,1109000.75,1109000.75,859600.14,249400.61,Under Review,5
EXP-30622,2025-10-13,2025,Oct,CAR,Kalinga,Agricultural Machinery,Solar Irrigation Systems,LGU Co-op Procurement,1,336221.89,336221.89,336221.89,265253.48,70968.41,Completed,5
EXP-30623,2025-11-17,2025,Nov,CAR,Apayao,Agricultural Machinery,Combine Harvesters,Commercial Agri-Dealer,2,1217645.16,2435290.32,2435290.32,1675952.36,759337.96,Completed,4
EXP-30624,2026-03-07,2026,Mar,CAR,Apayao,Agricultural Machinery,Rice Transplanters,Farmer Association,3,298176.64,894529.92,894529.92,695898.55,198631.37,Delivered,5
EXP-30625,2026-01-28,2026,Jan,CAR,Kalinga,Fertilizers & Soil Health,Inorganic NPK Blend,Farmer Association,10,1999.76,19997.6,19997.6,14908.66,5088.94,Delivered,4
EXP-30626,2025-10-26,2025,Oct,Region II,Benguet,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,1,1905356.37,1905356.37,1905356.37,1391074.49,514281.88,Completed,4
EXP-30627,2025-08-02,2025,Aug,CAR,Benguet,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,5,647.36,3236.8,3236.8,1945.0,1291.8,Completed,4
EXP-30628,2026-02-06,2026,Feb,CAR,Abra,Post-Harvest Facilities,Rice Mill Processing Line,LGU Co-op Procurement,1,1741525.26,1741525.26,1741525.26,1263374.15,478151.11,Pending Approval,4
EXP-30629,2026-03-17,2026,Mar,CAR,Abra,High-Value Crops & Seeds,High-Yield Corn Seeds,LGU Co-op Procurement,1,2915.76,2915.76,2915.76,1750.37,1165.39,Completed,1
EXP-30630,2025-03-01,2025,Mar,CAR,Kalinga,Agricultural Machinery,Four-Wheel Tractors,Farmer Association,1,911824.62,911824.62,911824.62,706139.61,205685.01,Completed,3
EXP-30631,2026-07-02,2026,Jul,CAR,Mountain Province,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,1,532340.05,532340.05,505723.05,393195.22,112527.83,Completed,4
EXP-30632,2025-10-04,2025,Oct,CAR,Mountain Province,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,2,692.09,1384.18,1314.97,1061.27,253.7,Completed,5
EXP-30633,2025-03-06,2025,Mar,Region I,Benguet,Agricultural Machinery,Power Tillers,Direct DA Grant,1,97390.99,97390.99,82782.34,55366.97,27415.37,Completed,4
EXP-30634,2025-04-09,2025,Apr,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,3,1059.78,3179.34,3179.34,2141.02,1038.32,Completed,5
EXP-30635,2025-01-20,2025,Jan,CAR,Abra,High-Value Crops & Seeds,High-Yield Corn Seeds,Farmer Association,1,2061.76,2061.76,1855.58,1464.22,391.36,Completed,2
EXP-30636,2025-10-05,2025,Oct,CAR,Apayao,Agricultural Machinery,Rice Transplanters,Farmer Association,2,161985.03,323970.06,323970.06,262961.02,61009.04,Under Review,3
EXP-30637,2025-04-24,2025,Apr,CAR,Abra,Fertilizers & Soil Health,Inorganic NPK Blend,LGU Co-op Procurement,1,1781.03,1781.03,1513.88,1212.99,300.89,Completed,3
EXP-30638,2025-04-25,2025,Apr,CAR,Abra,High-Value Crops & Seeds,Vegetable Seed Packs,Commercial Agri-Dealer,2,496.87,993.74,993.74,645.82,347.92,Completed,5
EXP-30639,2026-02-18,2026,Feb,CAR,Apayao,Post-Harvest Facilities,Hermetic Storage Cocoons,Farmer Association,1,34016.68,34016.68,30615.01,24819.85,5795.16,Completed,5
EXP-30640,2025-05-24,2025,May,CAR,Benguet,Agricultural Machinery,Power Tillers,LGU Co-op Procurement,1,100245.81,100245.81,95233.52,64268.25,30965.27,Completed,5
EXP-30641,2026-01-13,2026,Jan,CAR,Benguet,Agricultural Machinery,Four-Wheel Tractors,Farmer Association,1,806845.57,806845.57,806845.57,635778.27,171067.3,Completed,5
EXP-30642,2026-03-26,2026,Mar,Region III,Mountain Province,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,LGU Co-op Procurement,10,3031.29,30312.9,30312.9,21467.06,8845.84,In Transit,5
EXP-30643,2025-10-08,2025,Oct,CAR,Mountain Province,Agricultural Machinery,Combine Harvesters,Direct DA Grant,2,2058841.58,4117683.16,3911799.0,3005667.98,906131.02,In Transit,5
EXP-30644,2025-05-19,2025,May,CAR,Mountain Province,Post-Harvest Facilities,Multi-Crop Dryer Unit,Farmer Association,1,595933.59,595933.59,595933.59,476975.43,118958.16,In Transit,5
EXP-30645,2026-03-12,2026,Mar,CAR,Apayao,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,3,884.6,2653.8,2653.8,1756.8,897.0,Completed,5
EXP-30646,2025-03-29,2025,Mar,CAR,Kalinga,Post-Harvest Facilities,Multi-Crop Dryer Unit,Direct DA Grant,2,474674.78,949349.56,949349.56,727753.91,221595.65,Completed,5
EXP-30647,2025-05-23,2025,May,CAR,Apayao,Fertilizers & Soil Health,Organic Fertilizer (50kg),Commercial Agri-Dealer,1,797.01,797.01,757.16,616.43,140.73,Completed,5
EXP-30648,2025-09-25,2025,Sep,CAR,Benguet,Post-Harvest Facilities,Cold Storage Module,LGU Co-op Procurement,3,2173378.14,6520134.42,6194127.7,5019198.38,1174929.32,Under Review,4
EXP-30649,2025-09-12,2025,Sep,Region III,Ifugao,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,1,679.15,679.15,645.19,453.94,191.25,Delivered,4
EXP-30650,2025-06-06,2025,Jun,CAR,Abra,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,LGU Co-op Procurement,1,2101.08,2101.08,1996.03,1421.0,575.03,Completed,5
EXP-30651,2025-05-13,2025,May,CAR,Abra,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,1,762.17,762.17,685.95,532.63,153.32,Completed,3
EXP-30652,2026-05-10,2026,May,CAR,Benguet,High-Value Crops & Seeds,Vegetable Seed Packs,Commercial Agri-Dealer,5,638.17,3190.85,3190.85,2378.77,812.08,Delivered,5
EXP-30653,2025-09-28,2025,Sep,CAR,Abra,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,3,445.57,1336.71,1336.71,806.58,530.13,Delivered,5
EXP-30654,2026-02-04,2026,Feb,CAR,Apayao,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,5,275657.04,1378285.2,1378285.2,1051361.35,326923.85,Delivered,5
EXP-30655,2025-10-27,2025,Oct,CAR,Mountain Province,Post-Harvest Facilities,Multi-Crop Dryer Unit,Farmer Association,1,451455.86,451455.86,428883.07,281805.32,147077.75,In Transit,3
EXP-30656,2026-05-07,2026,May,CAR,Apayao,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,2,343107.48,686214.96,686214.96,414444.6,271770.36,Delivered,4
EXP-30657,2025-01-14,2025,Jan,CAR,Abra,Agricultural Machinery,Four-Wheel Tractors,LGU Co-op Procurement,5,1113298.97,5566494.85,5566494.85,3912715.44,1653779.41,In Transit,5
EXP-30658,2025-09-14,2025,Sep,CAR,Benguet,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,2,824.49,1648.98,1566.53,1208.22,358.31,Completed,5
EXP-30659,2026-05-12,2026,May,CAR,Abra,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,1,590536.57,590536.57,561009.74,343798.31,217211.43,Completed,5
EXP-30660,2025-07-13,2025,Jul,Region III,Benguet,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Farmer Association,2,1803.22,3606.44,3606.44,2193.99,1412.45,Delivered,5
EXP-30661,2026-03-04,2026,Mar,CAR,Ifugao,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,1,776.01,776.01,776.01,617.51,158.5,Pending Approval,5
EXP-30662,2025-12-01,2025,Dec,CAR,Kalinga,Agricultural Machinery,Rice Transplanters,LGU Co-op Procurement,2,282820.13,565640.26,480794.22,365056.29,115737.93,Delivered,5
EXP-30663,2025-04-11,2025,Apr,Region III,Kalinga,Post-Harvest Facilities,Rice Mill Processing Line,LGU Co-op Procurement,1,1160548.6,1160548.6,1102521.17,688986.81,413534.36,In Transit,5
EXP-30664,2025-08-10,2025,Aug,CAR,Apayao,High-Value Crops & Seeds,High-Yield Corn Seeds,LGU Co-op Procurement,1,2356.29,2356.29,2120.66,1404.27,716.39,Completed,5
EXP-30665,2025-08-22,2025,Aug,CAR,Abra,Post-Harvest Facilities,Multi-Crop Dryer Unit,Commercial Agri-Dealer,3,763129.64,2289388.92,2289388.92,1849988.4,439400.52,Completed,3
EXP-30666,2025-06-12,2025,Jun,CAR,Abra,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Direct DA Grant,2,1172.4,2344.8,2227.56,1713.87,513.69,In Transit,5
EXP-30667,2025-04-17,2025,Apr,CAR,Ifugao,Fertilizers & Soil Health,Inorganic NPK Blend,Commercial Agri-Dealer,2,1445.88,2891.76,2747.17,1896.66,850.51,Delivered,5
EXP-30668,2025-07-05,2025,Jul,CAR,Apayao,Agricultural Machinery,Power Tillers,LGU Co-op Procurement,1,125428.05,125428.05,119156.65,80836.58,38320.07,Delivered,5
EXP-30669,2025-09-30,2025,Sep,CAR,Apayao,Post-Harvest Facilities,Multi-Crop Dryer Unit,Direct DA Grant,3,840042.01,2520126.03,2520126.03,2023381.8,496744.23,Completed,3
EXP-30670,2026-06-23,2026,Jun,CAR,Kalinga,Fertilizers & Soil Health,Inorganic NPK Blend,Farmer Association,5,1933.3,9666.5,8699.85,5723.35,2976.5,Completed,4
EXP-30671,2025-12-25,2025,Dec,CAR,Benguet,Fertilizers & Soil Health,Inorganic NPK Blend,LGU Co-op Procurement,1,2106.59,2106.59,2106.59,1467.23,639.36,Under Review,3
EXP-30672,2025-01-23,2025,Jan,CAR,Benguet,Agricultural Machinery,Four-Wheel Tractors,Commercial Agri-Dealer,2,1228158.97,2456317.94,2333502.04,1881491.06,452010.98,Completed,5
EXP-30673,2025-12-31,2025,Dec,CAR,Apayao,Post-Harvest Facilities,Rice Mill Processing Line,Direct DA Grant,5,1773450.8,8867254.0,8867254.0,7168591.04,1698662.96,Completed,5
EXP-30674,2025-11-25,2025,Nov,CAR,Apayao,Post-Harvest Facilities,Rice Mill Processing Line,Farmer Association,2,1299763.19,2599526.38,2339573.74,1744429.1,595144.64,Completed,4
EXP-30675,2025-06-14,2025,Jun,CAR,Abra,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,2,1680107.83,3360215.66,3360215.66,2254499.59,1105716.07,Under Review,4
EXP-30676,2025-07-06,2025,Jul,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,50,1187.49,59374.5,53437.05,41298.68,12138.37,Completed,5
EXP-30677,2026-03-07,2026,Mar,CAR,Apayao,Post-Harvest Facilities,Cold Storage Module,Direct DA Grant,2,2935048.82,5870097.64,5870097.64,4077596.99,1792500.65,Completed,4
EXP-30678,2025-08-27,2025,Aug,CAR,Mountain Province,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Farmer Association,1,1591.08,1591.08,1511.53,976.03,535.5,Completed,3
EXP-30679,2025-09-25,2025,Sep,CAR,Benguet,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Farmer Association,1,1730.59,1730.59,1644.06,1199.0,445.06,Completed,2
EXP-30680,2025-05-25,2025,May,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,3,761.48,2284.44,2284.44,1499.67,784.77,Completed,5
EXP-30681,2025-06-19,2025,Jun,Region III,Mountain Province,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,1,684.81,684.81,650.57,529.55,121.02,In Transit,5
EXP-30682,2026-01-17,2026,Jan,Region II,Benguet,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,5,493.53,2467.65,2344.27,1747.77,596.5,Completed,5
EXP-30683,2025-06-30,2025,Jun,CAR,Benguet,Agricultural Machinery,Power Tillers,Farmer Association,1,78724.62,78724.62,78724.62,58565.75,20158.87,In Transit,5
EXP-30684,2025-01-17,2025,Jan,CAR,Benguet,Fertilizers & Soil Health,Inorganic NPK Blend,Direct DA Grant,2,1235.21,2470.42,2346.9,1809.49,537.41,Completed,5
EXP-30685,2025-05-27,2025,May,CAR,Ifugao,Post-Harvest Facilities,Multi-Crop Dryer Unit,Direct DA Grant,3,808359.29,2425077.87,2425077.87,1598901.29,826176.58,Completed,4
EXP-30686,2026-04-06,2026,Apr,CAR,Apayao,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,3,1130.64,3391.92,3222.32,2003.93,1218.39,Completed,5
EXP-30687,2025-10-02,2025,Oct,CAR,Apayao,High-Value Crops & Seeds,Vegetable Seed Packs,Commercial Agri-Dealer,1,487.04,487.04,413.98,299.5,114.48,Completed,2
EXP-30688,2026-02-21,2026,Feb,CAR,Ifugao,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,1,592.44,592.44,562.82,404.13,158.69,Completed,3
EXP-30689,2025-05-14,2025,May,CAR,Kalinga,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Commercial Agri-Dealer,3,1611.52,4834.56,4834.56,3330.98,1503.58,Delivered,2
EXP-30690,2025-07-02,2025,Jul,CAR,Ifugao,Agricultural Machinery,Rice Transplanters,Farmer Association,1,236755.65,236755.65,236755.65,157931.26,78824.39,Completed,5
EXP-30691,2025-08-20,2025,Aug,CAR,Abra,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,2,773.26,1546.52,1546.52,1053.02,493.5,Delivered,4
EXP-30692,2025-05-09,2025,May,CAR,Benguet,Fertilizers & Soil Health,Organic Fertilizer (50kg),Direct DA Grant,5,594.25,2971.25,2822.69,2016.81,805.88,Completed,3
EXP-30693,2026-01-23,2026,Jan,CAR,Ifugao,Fertilizers & Soil Health,Inorganic NPK Blend,Commercial Agri-Dealer,1,1809.23,1809.23,1718.77,1242.04,476.73,Completed,3
EXP-30694,2025-05-02,2025,May,CAR,Kalinga,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,50,2071333.59,103566679.5,98388345.52,67793042.42,30595303.1,Completed,5
EXP-30695,2025-05-22,2025,May,CAR,Abra,Post-Harvest Facilities,Multi-Crop Dryer Unit,Direct DA Grant,5,641767.26,3208836.3,3048394.48,2240927.05,807467.43,Completed,3
EXP-30696,2025-04-22,2025,Apr,CAR,Benguet,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,1,784.24,784.24,784.24,471.93,312.31,Delivered,5
EXP-30697,2025-09-05,2025,Sep,CAR,Mountain Province,Post-Harvest Facilities,Hermetic Storage Cocoons,Farmer Association,10,41512.86,415128.6,373615.74,281162.29,92453.45,Completed,5
EXP-30698,2025-04-23,2025,Apr,CAR,Apayao,Agricultural Machinery,Solar Irrigation Systems,Farmer Association,20,427222.69,8544453.8,8544453.8,6616192.48,1928261.32,Completed,3
EXP-30699,2025-06-10,2025,Jun,CAR,Apayao,Post-Harvest Facilities,Rice Mill Processing Line,Farmer Association,2,1063150.72,2126301.44,1807356.22,1390437.59,416918.63,Completed,4
EXP-30700,2025-04-25,2025,Apr,CAR,Abra,High-Value Crops & Seeds,High-Yield Corn Seeds,Direct DA Grant,3,2920.7,8762.1,8762.1,6438.31,2323.79,Delivered,5
EXP-30701,2025-01-21,2025,Jan,CAR,Apayao,Agricultural Machinery,Combine Harvesters,Direct DA Grant,2,1656158.74,3312317.48,3312317.48,2130032.55,1182284.93,Completed,5
EXP-30702,2025-01-20,2025,Jan,CAR,Ifugao,Post-Harvest Facilities,Cold Storage Module,Commercial Agri-Dealer,2,2930402.34,5860804.68,5860804.68,4730839.37,1129965.31,Completed,5
EXP-30703,2025-09-21,2025,Sep,CAR,Apayao,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,1,602.32,602.32,602.32,431.43,170.89,Delivered,5
EXP-30704,2025-01-31,2025,Jan,CAR,Apayao,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,5,739.42,3697.1,3697.1,2814.58,882.52,Delivered,4
EXP-30705,2025-07-11,2025,Jul,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,3,906.56,2719.68,2447.71,1848.53,599.18,Delivered,4
EXP-30706,2025-01-08,2025,Jan,CAR,Benguet,Agricultural Machinery,Power Tillers,Direct DA Grant,1,101748.98,101748.98,101748.98,79852.56,21896.42,Completed,1
EXP-30707,2026-03-21,2026,Mar,CAR,Kalinga,Fertilizers & Soil Health,Inorganic NPK Blend,Commercial Agri-Dealer,1,2197.17,2197.17,2087.31,1333.52,753.79,Completed,4
EXP-30708,2026-05-10,2026,May,CAR,Mountain Province,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,1,571.13,571.13,514.02,403.47,110.55,Delivered,5
EXP-30709,2025-12-11,2025,Dec,Region I,Ifugao,Agricultural Machinery,Power Tillers,LGU Co-op Procurement,3,67381.52,202144.56,202144.56,151574.26,50570.3,Completed,4
EXP-30710,2025-06-22,2025,Jun,CAR,Apayao,High-Value Crops & Seeds,High-Yield Corn Seeds,Commercial Agri-Dealer,5,3572.74,17863.7,16077.33,12907.7,3169.63,Completed,3
EXP-30711,2026-07-07,2026,Jul,CAR,Abra,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,3,649.03,1947.09,1849.74,1158.63,691.11,Delivered,5
EXP-30712,2025-05-03,2025,May,CAR,Kalinga,Agricultural Machinery,Power Tillers,LGU Co-op Procurement,5,124952.73,624763.65,624763.65,390001.13,234762.52,Completed,4
EXP-30713,2025-03-10,2025,Mar,CAR,Kalinga,Fertilizers & Soil Health,Organic Fertilizer (50kg),Direct DA Grant,1,702.05,702.05,666.95,522.8,144.15,Completed,5
EXP-30714,2025-07-19,2025,Jul,Region II,Abra,Fertilizers & Soil Health,Soil Conditioner Granules,Commercial Agri-Dealer,10,858.82,8588.2,8588.2,5703.85,2884.35,Completed,4
EXP-30715,2025-08-20,2025,Aug,CAR,Abra,High-Value Crops & Seeds,High-Yield Corn Seeds,Farmer Association,3,3336.18,10008.54,10008.54,6679.43,3329.11,In Transit,5
EXP-30716,2025-10-19,2025,Oct,CAR,Ifugao,Fertilizers & Soil Health,Organic Fertilizer (50kg),Direct DA Grant,2,705.16,1410.32,1339.8,905.27,434.53,Delivered,4
EXP-30717,2025-04-14,2025,Apr,Region I,Abra,Agricultural Machinery,Solar Irrigation Systems,Commercial Agri-Dealer,1,369075.68,369075.68,369075.68,222732.66,146343.02,Completed,5
EXP-30718,2025-06-14,2025,Jun,Region I,Abra,Agricultural Machinery,Rice Transplanters,Farmer Association,2,178428.17,356856.34,356856.34,246096.73,110759.61,Under Review,5
EXP-30719,2025-02-17,2025,Feb,CAR,Abra,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,2,820.16,1640.32,1640.32,1035.12,605.2,In Transit,4
EXP-30720,2026-02-07,2026,Feb,CAR,Benguet,High-Value Crops & Seeds,High-Yield Corn Seeds,Direct DA Grant,3,2125.03,6375.09,6375.09,4955.29,1419.8,Completed,5
EXP-30721,2025-07-08,2025,Jul,CAR,Mountain Province,Fertilizers & Soil Health,Organic Fertilizer (50kg),Direct DA Grant,2,457.88,915.76,869.97,692.19,177.78,Delivered,2
EXP-30722,2025-01-18,2025,Jan,CAR,Kalinga,Post-Harvest Facilities,Rice Mill Processing Line,Direct DA Grant,1,863807.43,863807.43,863807.43,696205.37,167602.06,Completed,4
EXP-30723,2026-05-14,2026,May,CAR,Apayao,Agricultural Machinery,Power Tillers,Commercial Agri-Dealer,1,128633.37,128633.37,115770.03,75315.05,40454.98,Delivered,5
EXP-30724,2025-05-18,2025,May,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,2,701.81,1403.62,1403.62,932.84,470.78,Completed,4
EXP-30725,2026-01-16,2026,Jan,CAR,Mountain Province,Agricultural Machinery,Solar Irrigation Systems,Farmer Association,10,461253.44,4612534.4,4612534.4,2916582.6,1695951.8,Completed,5
EXP-30726,2025-01-24,2025,Jan,CAR,Mountain Province,Fertilizers & Soil Health,Inorganic NPK Blend,Commercial Agri-Dealer,1,1446.74,1446.74,1446.74,1097.04,349.7,Completed,5
EXP-30727,2026-02-06,2026,Feb,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,2,753.76,1507.52,1432.14,1065.12,367.02,Under Review,5
EXP-30728,2026-07-20,2026,Jul,CAR,Ifugao,Fertilizers & Soil Health,Inorganic NPK Blend,Farmer Association,1,2122.54,2122.54,2122.54,1456.75,665.79,Completed,5
EXP-30729,2025-06-24,2025,Jun,CAR,Benguet,Fertilizers & Soil Health,Organic Fertilizer (50kg),Commercial Agri-Dealer,5,807.63,4038.15,4038.15,2788.15,1250.0,Completed,4
EXP-30730,2025-09-13,2025,Sep,CAR,Ifugao,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Commercial Agri-Dealer,10,856.65,8566.5,8566.5,6356.92,2209.58,Completed,4
EXP-30731,2025-08-20,2025,Aug,CAR,Abra,Agricultural Machinery,Combine Harvesters,Farmer Association,1,1609389.13,1609389.13,1609389.13,1169164.21,440224.92,Completed,5
EXP-30732,2026-04-02,2026,Apr,CAR,Kalinga,Agricultural Machinery,Combine Harvesters,Farmer Association,1,1949157.82,1949157.82,1851699.93,1465950.52,385749.41,Completed,5
EXP-30733,2025-06-15,2025,Jun,CAR,Benguet,High-Value Crops & Seeds,High-Yield Corn Seeds,Direct DA Grant,5,2899.24,14496.2,14496.2,11321.28,3174.92,Completed,5
EXP-30734,2025-06-12,2025,Jun,CAR,Kalinga,Fertilizers & Soil Health,Inorganic NPK Blend,LGU Co-op Procurement,5,1631.31,8156.55,6933.07,4768.59,2164.48,Completed,4
EXP-30735,2025-11-29,2025,Nov,CAR,Benguet,Fertilizers & Soil Health,Organic Fertilizer (50kg),Commercial Agri-Dealer,1,846.44,846.44,804.12,552.31,251.81,Completed,5
EXP-30736,2025-01-01,2025,Jan,CAR,Abra,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Commercial Agri-Dealer,1,2656.99,2656.99,2656.99,1834.42,822.57,Completed,5
EXP-30737,2025-02-20,2025,Feb,CAR,Mountain Province,Fertilizers & Soil Health,Bio-Inoculant Strains,Commercial Agri-Dealer,5,684.01,3420.05,3249.05,2070.11,1178.94,Completed,5
EXP-30738,2026-03-15,2026,Mar,CAR,Apayao,Agricultural Machinery,Power Tillers,Direct DA Grant,1,106820.87,106820.87,106820.87,72635.33,34185.54,Completed,5
EXP-30739,2025-06-07,2025,Jun,CAR,Mountain Province,Post-Harvest Facilities,Cold Storage Module,Commercial Agri-Dealer,1,2877442.92,2877442.92,2445826.48,1501536.38,944290.1,Under Review,3
EXP-30740,2026-04-23,2026,Apr,Region I,Kalinga,Agricultural Machinery,Solar Irrigation Systems,LGU Co-op Procurement,1,360226.63,360226.63,360226.63,263551.65,96674.98,Delivered,3
EXP-30741,2025-10-20,2025,Oct,CAR,Abra,Post-Harvest Facilities,Hermetic Storage Cocoons,Direct DA Grant,1,22776.46,22776.46,22776.46,18250.06,4526.4,Completed,5
EXP-30742,2026-03-14,2026,Mar,CAR,Kalinga,Agricultural Machinery,Power Tillers,Commercial Agri-Dealer,2,120302.45,240604.9,240604.9,169919.56,70685.34,Completed,4
EXP-30743,2025-04-05,2025,Apr,CAR,Benguet,High-Value Crops & Seeds,High-Yield Corn Seeds,Farmer Association,2,3626.6,7253.2,7253.2,5885.58,1367.62,Completed,4
EXP-30744,2026-04-11,2026,Apr,CAR,Ifugao,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Farmer Association,1,3184.8,3184.8,3184.8,1954.63,1230.17,Delivered,5
EXP-30745,2025-08-29,2025,Aug,CAR,Mountain Province,High-Value Crops & Seeds,Vegetable Seed Packs,Direct DA Grant,2,537.17,1074.34,1074.34,834.46,239.88,Completed,5
EXP-30746,2026-02-20,2026,Feb,CAR,Kalinga,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,LGU Co-op Procurement,3,2272.52,6817.56,6817.56,4106.54,2711.02,Completed,4
EXP-30747,2025-08-31,2025,Aug,CAR,Mountain Province,Agricultural Machinery,Power Tillers,Farmer Association,5,129953.16,649765.8,617277.51,406904.08,210373.43,Completed,5
EXP-30748,2025-04-24,2025,Apr,CAR,Ifugao,Post-Harvest Facilities,Hermetic Storage Cocoons,Commercial Agri-Dealer,1,28529.6,28529.6,27103.12,16447.76,10655.36,Completed,2
EXP-30749,2025-01-12,2025,Jan,CAR,Ifugao,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Farmer Association,1,1475.98,1475.98,1475.98,1041.66,434.32,Completed,3
EXP-30750,2025-01-21,2025,Jan,CAR,Apayao,Post-Harvest Facilities,Multi-Crop Dryer Unit,LGU Co-op Procurement,1,454923.41,454923.41,432177.24,279208.45,152968.79,Completed,5
EXP-30751,2026-07-07,2026,Jul,CAR,Benguet,Agricultural Machinery,Rice Transplanters,LGU Co-op Procurement,2,296083.25,592166.5,532949.85,431325.58,101624.27,Completed,4
EXP-30752,2026-07-14,2026,Jul,CAR,Ifugao,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,1,628.36,628.36,565.52,446.64,118.88,Completed,5
